time_s,mode,person_id,x_m,y_m,z_m,state,activity
14.75,self_study,32,7.843,9.95,0.25,sitting,writing
14.75,self_study,33,1.464,10.85,0.355,sitting,writing
14.75,self_study,34,4.574,10.85,0.355,standing,walking
14.75,self_study,35,9.03,10.85,0.355,standing,discussion
14.75,self_study,36,9.03,10.85,0.355,standing,discussion
14.75,self_study,37,0.707,11.75,0.46,standing,walking
14.75,self_study,38,0.715,11.75,0.46,standing,walking
14.75,self_study,39,5.601,11.75,0.46,standing,walking
14.75,self_study,40,6.996,11.75,0.46,sitting,writing
14.75,self_study,41,2.351,12.65,0.565,sitting,writing
14.75,self_study,42,6.149,12.65,0.565,sitting,writing
14.75,self_study,43,6.996,12.65,0.565,sitting,writing
14.75,self_study,44,7.843,12.65,0.565,sitting,writing
14.75,self_study,45,1.464,13.55,0.67,sitting,writing
14.75,self_study,46,3.238,13.55,0.67,sitting,writing
14.75,self_study,47,6.149,13.55,0.67,sitting,writing
14.75,self_study,48,7.843,13.55,0.67,sitting,writing
14.75,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
15.0,self_study,1,0.719,2.712,0.04,standing,walking
15.0,self_study,2,4.246,2.721,0.04,standing,walking
15.0,self_study,3,5.584,2.749,0.04,standing,walking
15.0,self_study,4,9.03,2.809,0.04,standing,walking
15.0,self_study,5,0.701,3.063,0.04,standing,walking
15.0,self_study,6,4.448,3.265,0.04,standing,walking
15.0,self_study,7,9.03,3.49,0.04,standing,walking
15.0,self_study,8,9.03,3.722,0.04,standing,walking
15.0,self_study,9,0.653,4.555,0.04,standing,walking
15.0,self_study,10,0.641,4.868,0.04,standing,walking
15.0,self_study,11,5.004,5.132,0.04,standing,walking
15.0,self_study,12,9.03,5.328,0.04,standing,walking
15.0,self_study,13,0.621,6.331,0.04,standing,walking
15.0,self_study,14,4.921,6.35,0.04,standing,walking
15.0,self_study,15,4.958,6.35,0.04,standing,walking
15.0,self_study,16,6.996,6.35,0.04,sitting,writing
15.0,self_study,17,0.643,7.25,0.04,standing,walking
15.0,self_study,18,4.686,7.25,0.04,standing,walking
15.0,self_study,19,9.03,7.25,0.04,standing,discussion
15.0,self_study,20,9.03,7.25,0.04,standing,discussion
15.0,self_study,21,0.694,8.15,0.04,standing,walking
15.0,self_study,22,4.347,8.15,0.04,standing,walking
15.0,self_study,23,6.149,8.15,0.04,sitting,writing
15.0,self_study,24,9.03,8.15,0.04,standing,discussion
15.0,self_study,25,0.71,3.327,0.05,standing,walking
15.0,self_study,26,0.701,3.905,0.06,standing,walking
15.0,self_study,27,9.03,4.605,0.071,standing,walking
15.0,self_study,28,9.03,5.382,0.084,standing,walking
15.0,self_study,29,0.665,6.681,0.155,standing,walking
15.0,self_study,30,4.702,7.581,0.181,standing,walking
15.0,self_study,31,5.07,8.408,0.205,standing,walking
15.0,self_study,32,7.843,9.95,0.25,sitting,writing
15.0,self_study,33,1.464,10.85,0.355,sitting,writing
15.0,self_study,34,4.921,10.807,0.353,standing,walking
15.0,self_study,35,9.03,10.85,0.355,standing,discussion
15.0,self_study,36,9.03,10.85,0.355,standing,discussion
15.0,self_study,37,0.633,11.75,0.46,standing,walking
15.0,self_study,38,0.643,11.75,0.46,standing,walking
15.0,self_study,39,5.164,11.75,0.46,standing,walking
15.0,self_study,40,6.996,11.75,0.46,sitting,writing
15.0,self_study,41,2.351,12.65,0.565,sitting,writing
15.0,self_study,42,6.149,12.65,0.565,sitting,writing
15.0,self_study,43,9.03,12.65,0.565,standing,discussion
15.0,self_study,44,9.03,12.65,0.565,standing,discussion
15.0,self_study,45,1.464,13.55,0.67,sitting,writing
15.0,self_study,46,4.225,13.55,0.67,standing,walking
15.0,self_study,47,5.809,13.55,0.67,standing,walking
15.0,self_study,48,8.028,13.55,0.67,sitting,writing
15.0,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
15.25,self_study,1,0.648,2.331,0.04,standing,walking
15.25,self_study,2,2.118,2.403,0.04,standing,walking
15.25,self_study,3,3.373,2.478,0.04,standing,walking
15.25,self_study,4,6.403,2.551,0.04,standing,walking
15.25,self_study,5,0.701,2.617,0.04,standing,walking
15.25,self_study,6,3.915,2.671,0.04,standing,walking
15.25,self_study,7,8.825,2.707,0.04,standing,walking
15.25,self_study,8,9.03,2.72,0.04,standing,walking
15.25,self_study,9,0.718,2.776,0.04,standing,walking
15.25,self_study,10,0.712,2.93,0.04,standing,walking
15.25,self_study,11,5.495,3.163,0.04,standing,walking
15.25,self_study,12,9.03,3.454,0.04,standing,walking
15.25,self_study,13,0.681,4.133,0.04,standing,walking
15.25,self_study,14,4.596,4.593,0.04,standing,walking
15.25,self_study,15,5.169,5.05,0.04,standing,walking
15.25,self_study,16,6.996,6.35,0.04,sitting,writing
15.25,self_study,17,0.634,6.622,0.04,standing,walking
15.25,self_study,18,4.884,6.978,0.04,standing,walking
15.25,self_study,19,9.03,7.197,0.04,standing,walking
15.25,self_study,20,9.03,7.25,0.04,standing,discussion
15.25,self_study,21,0.623,8.15,0.04,standing,walking
15.25,self_study,22,4.854,8.15,0.04,standing,walking
15.25,self_study,23,6.149,8.15,0.04,sitting,writing
15.25,self_study,24,9.03,8.15,0.04,standing,discussion
15.25,self_study,25,0.689,2.551,0.04,standing,walking
15.25,self_study,26,0.701,2.617,0.04,standing,walking
15.25,self_study,27,8.265,2.671,0.04,standing,walking
15.25,self_study,28,8.825,2.707,0.04,standing,walking
15.25,self_study,29,0.72,2.72,0.04,standing,walking
15.25,self_study,30,4.259,2.868,0.044,standing,walking
15.25,self_study,31,5.553,3.277,0.056,standing,walking
15.25,self_study,32,7.843,9.95,0.25,sitting,writing
15.25,self_study,33,1.464,10.85,0.355,sitting,writing
15.25,self_study,34,4.51,5.884,0.163,standing,walking
15.25,self_study,35,9.03,6.915,0.203,standing,walking
15.25,self_study,36,9.03,7.938,0.242,standing,walking
15.25,self_study,37,0.644,9.578,0.359,standing,walking
15.25,self_study,38,0.634,10.498,0.402,standing,walking
15.25,self_study,39,4.966,11.209,0.435,standing,walking
15.25,self_study,40,6.996,11.75,0.46,sitting,writing
15.25,self_study,41,2.351,12.65,0.565,sitting,writing
15.25,self_study,42,6.149,12.65,0.565,sitting,writing
15.25,self_study,43,9.03,12.65,0.565,standing,discussion
15.25,self_study,44,9.03,12.65,0.565,standing,discussion
15.25,self_study,45,1.464,13.55,0.67,sitting,writing
15.25,self_study,46,4.619,13.55,0.67,standing,walking
15.25,self_study,47,5.321,13.55,0.67,standing,walking
15.25,self_study,48,9.03,13.55,0.67,standing,discussion
15.25,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
15.5,self_study,1,0.57,2.054,0.04,standing,walking
15.5,self_study,2,0.6,2.136,0.04,standing,walking
15.5,self_study,3,0.618,2.175,0.04,standing,walking
15.5,self_study,4,0.673,2.183,0.04,standing,walking
15.5,self_study,5,0.625,2.209,0.04,standing,walking
15.5,self_study,6,1.117,2.254,0.04,standing,walking
15.5,self_study,7,2.714,2.314,0.04,standing,walking
15.5,self_study,8,3.807,2.385,0.04,standing,walking
15.5,self_study,9,0.672,2.459,0.04,standing,walking
15.5,self_study,10,0.685,2.534,0.04,standing,walking
15.5,self_study,11,4.514,2.602,0.04,standing,walking
15.5,self_study,12,8.079,2.659,0.04,standing,walking
15.5,self_study,13,0.716,2.7,0.04,standing,walking
15.5,self_study,14,4.239,2.719,0.04,standing,walking
15.5,self_study,15,5.597,2.762,0.04,standing,walking
15.5,self_study,16,6.996,6.35,0.04,sitting,writing
15.5,self_study,17,0.706,3.348,0.04,standing,walking
15.5,self_study,18,4.409,3.81,0.04,standing,walking
15.5,self_study,19,9.03,4.342,0.04,standing,walking
15.5,self_study,20,9.03,4.913,0.04,standing,walking
15.5,self_study,21,0.659,6.037,0.04,standing,walking
15.5,self_study,22,4.742,6.691,0.04,standing,walking
15.5,self_study,23,6.149,8.15,0.04,sitting,writing
15.5,self_study,24,9.03,7.732,0.04,standing,walking
15.5,self_study,25,0.621,2.183,0.04,standing,walking
15.5,self_study,26,0.625,2.209,0.04,standing,walking
15.5,self_study,27,1.773,2.254,0.04,standing,walking
15.5,self_study,28,2.714,2.314,0.04,standing,walking
15.5,self_study,29,0.658,2.385,0.04,standing,walking
15.5,self_study,30,2.496,2.459,0.04,standing,walking
15.5,self_study,31,3.884,2.534,0.04,standing,walking
15.5,self_study,32,7.843,9.95,0.25,sitting,writing
15.5,self_study,33,1.464,10.85,0.355,sitting,writing
15.5,self_study,34,4.109,2.7,0.04,standing,walking
15.5,self_study,35,9.017,2.719,0.04,standing,walking
15.5,self_study,36,9.03,2.815,0.044,standing,walking
15.5,self_study,37,0.714,3.261,0.065,standing,walking
15.5,self_study,38,0.706,3.972,0.098,standing,walking
15.5,self_study,39,5.441,4.892,0.141,standing,walking
15.5,self_study,40,6.996,11.75,0.46,sitting,writing
15.5,self_study,41,2.351,12.65,0.565,sitting,writing
15.5,self_study,42,6.149,12.65,0.565,sitting,writing
15.5,self_study,43,9.03,9.981,0.424,standing,walking
15.5,self_study,44,9.03,11.039,0.48,standing,walking
15.5,self_study,45,1.464,13.55,0.67,sitting,writing
15.5,self_study,46,4.911,13.328,0.657,standing,walking
15.5,self_study,47,4.925,13.55,0.67,standing,walking
15.5,self_study,48,9.03,13.55,0.67,standing,discussion
15.5,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
15.75,self_study,1,0.342,1.486,0.04,standing,walking
15.75,self_study,2,0.36,1.594,0.04,standing,walking
15.75,self_study,3,0.39,1.721,0.04,standing,walking
15.75,self_study,4,0.43,1.847,0.04,standing,walking
15.75,self_study,5,0.474,1.961,0.04,standing,walking
15.75,self_study,6,0.519,1.928,0.04,standing,walking
15.75,self_study,7,0.56,2.046,0.04,standing,walking
15.75,self_study,8,0.594,2.127,0.04,standing,walking
15.75,self_study,9,0.615,2.171,0.04,standing,walking
15.75,self_study,10,0.62,2.181,0.04,standing,walking
15.75,self_study,11,0.807,2.2,0.04,standing,walking
15.75,self_study,12,1.571,2.241,0.04,standing,walking
15.75,self_study,13,0.642,2.298,0.04,standing,walking
15.75,self_study,14,1.872,2.366,0.04,standing,walking
15.75,self_study,15,3.026,2.441,0.04,standing,walking
15.75,self_study,16,6.996,6.35,0.04,sitting,writing
15.75,self_study,17,0.695,2.586,0.04,standing,walking
15.75,self_study,18,3.748,2.646,0.04,standing,walking
15.75,self_study,19,8.584,2.691,0.04,standing,walking
15.75,self_study,20,8.977,2.717,0.04,standing,walking
15.75,self_study,21,0.719,2.749,0.04,standing,walking
15.75,self_study,22,4.275,2.963,0.04,standing,walking
15.75,self_study,23,6.149,8.15,0.04,sitting,writing
15.75,self_study,24,9.03,3.878,0.04,standing,walking
15.75,self_study,25,0.43,1.895,0.04,standing,walking
15.75,self_study,26,0.474,1.816,0.04,standing,walking
15.75,self_study,27,0.519,1.953,0.04,standing,walking
15.75,self_study,28,0.56,2.061,0.04,standing,walking
15.75,self_study,29,0.594,2.134,0.04,standing,walking
15.75,self_study,30,0.615,2.172,0.04,standing,walking
15.75,self_study,31,0.628,2.181,0.04,standing,walking
15.75,self_study,32,7.843,9.95,0.25,sitting,writing
15.75,self_study,33,1.464,10.85,0.355,sitting,writing
15.75,self_study,34,1.414,2.298,0.04,standing,walking
15.75,self_study,35,3.524,2.366,0.04,standing,walking
15.75,self_study,36,4.678,2.441,0.04,standing,walking
15.75,self_study,37,0.682,2.515,0.04,standing,walking
15.75,self_study,38,0.695,2.586,0.04,standing,walking
15.75,self_study,39,4.922,2.646,0.04,standing,walking
15.75,self_study,40,6.996,11.75,0.46,sitting,writing
15.75,self_study,41,2.351,12.65,0.565,sitting,writing
15.75,self_study,42,6.149,12.65,0.565,sitting,writing
15.75,self_study,43,9.03,3.164,0.063,standing,walking
15.75,self_study,44,9.03,3.877,0.101,standing,walking
15.75,self_study,45,1.464,13.55,0.67,sitting,writing
15.75,self_study,46,4.468,6.269,0.246,standing,walking
15.75,self_study,47,5.298,7.617,0.325,standing,walking
15.75,self_study,48,9.03,8.996,0.405,standing,walking
15.75,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
16.0,self_study,1,0.288,1.135,0.04,standing,walking
16.0,self_study,2,0.298,1.255,0.04,standing,walking
16.0,self_study,3,0.31,1.395,0.04,standing,walking
16.0,self_study,4,0.322,1.545,0.04,standing,walking
16.0,self_study,5,0.332,1.691,0.04,standing,walking
16.0,self_study,6,0.338,1.475,0.04,standing,walking
16.0,self_study,7,0.341,1.551,0.04,standing,walking
16.0,self_study,8,0.354,1.648,0.04,standing,walking
16.0,self_study,9,0.382,1.763,0.04,standing,walking
16.0,self_study,10,0.419,1.879,0.04,standing,walking
16.0,self_study,11,0.463,1.788,0.04,standing,walking
16.0,self_study,12,0.508,1.928,0.04,standing,walking
16.0,self_study,13,0.551,2.041,0.04,standing,walking
16.0,self_study,14,0.586,2.121,0.04,standing,walking
16.0,self_study,15,0.611,2.166,0.04,standing,walking
16.0,self_study,16,6.996,6.35,0.04,sitting,writing
16.0,self_study,17,0.622,2.193,0.04,standing,walking
16.0,self_study,18,0.95,2.229,0.04,standing,walking
16.0,self_study,19,2.219,2.283,0.04,standing,walking
16.0,self_study,20,3.247,2.349,0.04,standing,walking
16.0,self_study,21,0.665,2.422,0.04,standing,walking
16.0,self_study,22,2.747,2.497,0.04,standing,walking
16.0,self_study,23,6.149,8.15,0.04,sitting,writing
16.0,self_study,24,7.661,2.632,0.04,standing,walking
16.0,self_study,25,0.322,1.608,0.04,standing,walking
16.0,self_study,26,0.332,1.456,0.04,standing,walking
16.0,self_study,27,0.338,1.544,0.04,standing,walking
16.0,self_study,28,0.341,1.621,0.04,standing,walking
16.0,self_study,29,0.354,1.714,0.04,standing,walking
16.0,self_study,30,0.382,1.822,0.04,standing,walking
16.0,self_study,31,0.419,1.679,0.04,standing,walking
16.0,self_study,32,7.843,9.95,0.25,sitting,writing
16.0,self_study,33,1.464,10.85,0.355,sitting,writing
16.0,self_study,34,0.551,2.059,0.04,standing,walking
16.0,self_study,35,0.586,2.13,0.04,standing,walking
16.0,self_study,36,0.611,2.157,0.04,standing,walking
16.0,self_study,37,0.62,2.18,0.04,standing,walking
16.0,self_study,38,0.622,2.193,0.04,standing,walking
16.0,self_study,39,1.073,2.229,0.04,standing,walking
16.0,self_study,40,6.996,11.75,0.46,sitting,writing
16.0,self_study,41,2.351,12.65,0.565,sitting,writing
16.0,self_study,42,6.149,12.65,0.565,sitting,writing
16.0,self_study,43,5.555,2.497,0.04,standing,walking
16.0,self_study,44,6.674,2.569,0.04,standing,walking
16.0,self_study,45,1.464,13.55,0.67,sitting,writing
16.0,self_study,46,3.988,2.682,0.04,standing,walking
16.0,self_study,47,5.536,2.712,0.04,standing,walking
16.0,self_study,48,9.03,2.734,0.041,standing,walking
16.0,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
16.25,self_study,6,0.281,1.307,0.04,standing,walking
16.25,self_study,7,0.286,1.371,0.04,standing,walking
16.25,self_study,8,0.296,1.453,0.04,standing,walking
16.25,self_study,9,0.307,1.553,0.04,standing,walking
16.25,self_study,10,0.319,1.663,0.04,standing,walking
16.25,self_study,11,0.329,1.41,0.04,standing,walking
16.25,self_study,12,0.337,1.529,0.04,standing,walking
16.25,self_study,13,0.34,1.62,0.04,standing,walking
16.25,self_study,14,0.349,1.706,0.04,standing,walking
16.25,self_study,15,0.374,1.81,0.04,standing,walking
16.25,self_study,16,6.996,6.35,0.04,sitting,writing
16.25,self_study,17,0.452,1.802,0.04,standing,walking
16.25,self_study,18,0.497,1.934,0.04,standing,walking
16.25,self_study,19,0.541,2.041,0.04,standing,walking
16.25,self_study,20,0.578,2.118,0.04,standing,walking
16.25,self_study,21,0.606,2.145,0.04,standing,walking
16.25,self_study,22,0.619,2.179,0.04,standing,walking
16.25,self_study,23,6.149,8.15,0.04,sitting,writing
16.25,self_study,24,1.216,2.218,0.04,standing,walking
16.25,self_study,27,0.281,1.353,0.04,standing,walking
16.25,self_study,28,0.286,1.418,0.04,standing,walking
16.25,self_study,29,0.296,1.505,0.04,standing,walking
16.25,self_study,30,0.307,1.609,0.04,standing,walking
16.25,self_study,31,0.319,1.339,0.04,standing,walking
16.25,self_study,32,7.843,9.95,0.25,sitting,writing
16.25,self_study,33,1.464,10.85,0.355,sitting,writing
16.25,self_study,34,0.34,1.69,0.04,standing,walking
16.25,self_study,35,0.349,1.774,0.04,standing,walking
16.25,self_study,36,0.374,1.564,0.04,standing,walking
16.25,self_study,37,0.409,1.706,0.04,standing,walking
16.25,self_study,38,0.452,1.844,0.04,standing,walking
16.25,self_study,39,0.497,1.965,0.04,standing,walking
16.25,self_study,40,6.996,11.75,0.46,sitting,writing
16.25,self_study,41,2.351,12.65,0.565,sitting,writing
16.25,self_study,42,6.149,12.65,0.565,sitting,writing
16.25,self_study,43,0.619,2.179,0.04,standing,walking
16.25,self_study,44,0.737,2.188,0.04,standing,walking
16.25,self_study,45,1.464,13.55,0.67,sitting,writing
16.25,self_study,46,1.21,2.268,0.04,standing,walking
16.25,self_study,47,2.017,2.331,0.04,standing,walking
16.25,self_study,48,4.095,2.403,0.04,standing,walking
16.25,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
16.5,self_study,12,0.28,1.126,0.04,standing,walking
16.5,self_study,13,0.284,1.203,0.04,standing,walking
16.5,self_study,14,0.293,1.318,0.04,standing,walking
16.5,self_study,15,0.304,1.46,0.04,standing,walking
16.5,self_study,16,6.996,6.35,0.04,sitting,writing
16.5,self_study,17,0.327,1.507,0.04,standing,walking
16.5,self_study,18,0.336,1.603,0.04,standing,walking
16.5,self_study,19,0.34,1.689,0.04,standing,walking
16.5,self_study,20,0.345,1.768,0.04,standing,walking
16.5,self_study,21,0.366,1.546,0.04,standing,walking
16.5,self_study,22,0.4,1.684,0.04,standing,walking
16.5,self_study,23,6.149,8.15,0.04,sitting,writing
16.5,self_study,24,0.486,1.945,0.04,standing,walking
16.5,self_study,32,7.843,9.95,0.25,sitting,writing
16.5,self_study,33,1.464,10.85,0.355,sitting,writing
16.5,self_study,34,0.284,1.25,0.04,standing,walking
16.5,self_study,35,0.293,1.368,0.04,standing,walking
16.5,self_study,36,0.304,1.375,0.04,standing,walking
16.5,self_study,37,0.316,1.47,0.04,standing,walking
16.5,self_study,38,0.327,1.571,0.04,standing,walking
16.5,self_study,39,0.336,1.671,0.04,standing,walking
16.5,self_study,40,6.996,11.75,0.46,sitting,writing
16.5,self_study,41,2.351,12.65,0.565,sitting,writing
16.5,self_study,42,6.149,12.65,0.565,sitting,writing
16.5,self_study,43,0.4,1.739,0.04,standing,walking
16.5,self_study,44,0.441,1.866,0.04,standing,walking
16.5,self_study,45,1.464,13.55,0.67,sitting,writing
16.5,self_study,46,0.53,1.955,0.04,standing,walking
16.5,self_study,47,0.57,2.067,0.04,standing,walking
16.5,self_study,48,0.6,2.141,0.04,standing,walking
16.5,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
16.75,self_study,16,6.996,6.35,0.04,sitting,writing
16.75,self_study,18,0.28,1.395,0.04,standing,walking
16.75,self_study,19,0.283,1.452,0.04,standing,walking
16.75,self_study,20,0.291,1.533,0.04,standing,walking
16.75,self_study,21,0.301,1.221,0.04,standing,walking
16.75,self_study,22,0.313,1.359,0.04,standing,walking
16.75,self_study,23,6.149,8.15,0.04,sitting,writing
16.75,self_study,24,0.334,1.641,0.04,standing,walking
16.75,self_study,32,7.843,9.95,0.25,sitting,writing
16.75,self_study,33,1.464,10.85,0.355,sitting,writing
16.75,self_study,39,0.28,1.44,0.04,standing,walking
16.75,self_study,40,6.996,11.75,0.46,sitting,writing
16.75,self_study,41,2.351,12.65,0.565,sitting,writing
16.75,self_study,42,6.149,12.65,0.565,sitting,writing
16.75,self_study,43,0.313,1.417,0.04,standing,walking
16.75,self_study,44,0.324,1.567,0.04,standing,walking
16.75,self_study,45,1.464,13.55,0.67,sitting,writing
16.75,self_study,46,0.339,1.478,0.04,standing,walking
16.75,self_study,47,0.342,1.555,0.04,standing,walking
16.75,self_study,48,0.36,1.659,0.04,standing,walking
16.75,self_study,57,4.025,2.365,0.071,standing,walking
17.0,self_study,16,6.996,6.35,0.04,sitting,writing
17.0,self_study,23,6.149,8.15,0.04,sitting,writing
17.0,self_study,32,7.843,9.95,0.25,sitting,writing
17.0,self_study,33,1.464,10.85,0.355,sitting,writing
17.0,self_study,40,6.996,11.75,0.46,sitting,writing
17.0,self_study,41,2.351,12.65,0.565,sitting,writing
17.0,self_study,42,6.149,12.65,0.565,sitting,writing
17.0,self_study,45,1.464,13.55,0.67,sitting,writing
17.0,self_study,46,0.282,1.31,0.04,standing,walking
17.0,self_study,47,0.288,1.378,0.04,standing,walking
17.0,self_study,48,0.298,1.464,0.04,standing,walking
17.0,self_study,57,1.819,2.37,0.04,standing,walking
17.25,self_study_summary,16,6.996,6.35,0.04,sitting,writing
17.25,self_study_summary,23,6.149,8.15,0.04,sitting,writing
17.25,self_study_summary,32,7.843,9.95,0.25,sitting,writing
17.25,self_study_summary,33,1.464,10.85,0.355,sitting,writing
17.25,self_study_summary,40,6.996,11.75,0.46,sitting,writing
17.25,self_study_summary,41,2.351,12.65,0.565,sitting,writing
17.25,self_study_summary,42,6.149,12.65,0.565,sitting,writing
17.25,self_study_summary,45,1.464,13.55,0.67,sitting,writing
17.25,self_study_summary,57,0.429,1.749,0.04,standing,walking
17.5,self_study_summary,16,6.996,6.35,0.04,sitting,writing
17.5,self_study_summary,23,6.149,8.15,0.04,sitting,writing
17.5,self_study_summary,32,7.843,9.95,0.25,sitting,writing
17.5,self_study_summary,33,1.464,10.85,0.355,sitting,writing
17.5,self_study_summary,40,6.996,11.75,0.46,sitting,writing
17.5,self_study_summary,41,2.351,12.65,0.565,sitting,writing
17.5,self_study_summary,42,6.149,12.65,0.565,sitting,writing
17.5,self_study_summary,45,1.464,13.55,0.67,sitting,writing
17.5,self_study_summary,57,3.12,1.338,0.113,standing,walking
17.75,self_study_summary,16,6.996,6.35,0.04,sitting,writing
17.75,self_study_summary,23,6.149,8.15,0.04,sitting,writing
17.75,self_study_summary,32,7.843,9.95,0.25,sitting,writing
17.75,self_study_summary,33,1.464,10.85,0.355,sitting,writing
17.75,self_study_summary,40,6.996,11.75,0.46,sitting,writing
17.75,self_study_summary,41,2.351,12.65,0.565,sitting,writing
17.75,self_study_summary,42,6.149,12.65,0.565,sitting,writing
17.75,self_study_summary,45,1.464,13.55,0.67,sitting,writing
18.0,self_study_summary,16,6.996,6.35,0.04,sitting,writing
18.0,self_study_summary,23,6.149,8.15,0.04,sitting,writing
18.0,self_study_summary,32,7.843,9.95,0.25,sitting,writing
18.0,self_study_summary,33,1.464,10.85,0.355,sitting,writing
18.0,self_study_summary,40,6.996,11.75,0.46,sitting,writing
18.0,self_study_summary,41,2.351,12.65,0.565,sitting,writing
18.0,self_study_summary,42,6.149,12.65,0.565,sitting,writing
18.0,self_study_summary,45,1.464,13.55,0.67,sitting,writing
18.25,self_study_summary,16,6.996,6.35,0.04,sitting,writing
18.25,self_study_summary,23,6.149,8.15,0.04,sitting,writing
18.25,self_study_summary,32,7.843,9.95,0.25,sitting,writing
18.25,self_study_summary,33,1.464,10.85,0.355,sitting,writing
18.25,self_study_summary,40,6.996,11.75,0.46,sitting,writing
18.25,self_study_summary,41,2.351,12.65,0.565,sitting,writing
18.25,self_study_summary,42,6.149,12.65,0.565,sitting,writing
18.25,self_study_summary,45,1.464,13.55,0.67,sitting,writing
18.5,self_study_summary,16,6.996,6.35,0.04,sitting,writing
18.5,self_study_summary,23,6.149,8.15,0.04,sitting,writing
18.5,self_study_summary,32,7.843,9.95,0.25,sitting,writing
18.5,self_study_summary,33,1.464,10.85,0.355,sitting,writing
18.5,self_study_summary,40,6.996,11.75,0.46,sitting,writing
18.5,self_study_summary,41,2.351,12.65,0.565,sitting,writing
18.5,self_study_summary,42,6.149,12.65,0.565,sitting,writing
18.5,self_study_summary,45,1.464,13.55,0.67,sitting,writing
18.75,self_study_summary,16,6.996,6.35,0.04,sitting,writing
18.75,self_study_summary,23,6.149,8.15,0.04,sitting,writing
18.75,self_study_summary,32,7.843,9.95,0.25,sitting,writing
18.75,self_study_summary,33,1.464,10.85,0.355,sitting,writing
18.75,self_study_summary,40,6.996,11.75,0.46,sitting,writing
18.75,self_study_summary,41,2.351,12.65,0.565,sitting,writing
18.75,self_study_summary,42,6.149,12.65,0.565,sitting,writing
18.75,self_study_summary,45,1.464,13.55,0.67,sitting,writing
19.0,self_study_summary,16,6.996,6.35,0.04,sitting,writing
19.0,self_study_summary,23,6.149,8.15,0.04,sitting,writing
19.0,self_study_summary,32,7.843,9.95,0.25,sitting,writing
19.0,self_study_summary,33,1.464,10.85,0.355,sitting,writing
19.0,self_study_summary,40,6.996,11.75,0.46,sitting,writing
19.0,self_study_summary,41,2.351,12.65,0.565,sitting,writing
19.0,self_study_summary,42,6.149,12.65,0.565,sitting,writing
19.0,self_study_summary,45,1.464,13.55,0.67,sitting,writing
19.25,self_study_summary,16,6.996,6.35,0.04,sitting,writing
19.25,self_study_summary,23,6.149,8.15,0.04,sitting,writing
19.25,self_study_summary,32,7.843,9.95,0.25,sitting,writing
19.25,self_study_summary,33,1.464,10.85,0.355,sitting,writing
19.25,self_study_summary,40,6.996,11.75,0.46,sitting,writing
19.25,self_study_summary,41,2.351,12.65,0.565,sitting,writing
19.25,self_study_summary,42,6.149,12.65,0.565,sitting,writing
19.25,self_study_summary,45,1.464,13.55,0.67,sitting,writing
19.5,self_study_summary,16,6.996,6.35,0.04,sitting,writing
19.5,self_study_summary,23,6.149,8.15,0.04,sitting,writing
19.5,self_study_summary,32,7.843,9.95,0.25,sitting,writing
19.5,self_study_summary,33,1.464,10.85,0.355,sitting,writing
19.5,self_study_summary,40,6.996,11.75,0.46,sitting,writing
19.5,self_study_summary,41,2.351,12.65,0.565,sitting,writing
19.5,self_study_summary,42,6.149,12.65,0.565,sitting,writing
19.5,self_study_summary,45,1.464,13.55,0.67,sitting,writing
19.75,self_study_summary,16,6.996,6.35,0.04,sitting,writing
19.75,self_study_summary,23,6.149,8.15,0.04,sitting,writing
19.75,self_study_summary,32,7.843,9.95,0.25,sitting,writing
19.75,self_study_summary,33,1.464,10.85,0.355,sitting,writing
19.75,self_study_summary,40,6.996,11.75,0.46,sitting,writing
19.75,self_study_summary,41,2.351,12.65,0.565,sitting,writing
19.75,self_study_summary,42,6.149,12.65,0.565,sitting,writing
19.75,self_study_summary,45,1.464,13.55,0.67,sitting,writing
20.0,self_study_summary,16,6.996,6.35,0.04,sitting,writing
20.0,self_study_summary,23,6.149,8.15,0.04,sitting,writing
20.0,self_study_summary,32,7.843,9.95,0.25,sitting,writing
20.0,self_study_summary,33,1.464,10.85,0.355,sitting,writing
20.0,self_study_summary,40,6.996,11.75,0.46,sitting,writing
20.0,self_study_summary,41,2.351,12.65,0.565,sitting,writing
20.0,self_study_summary,42,6.149,12.65,0.565,sitting,writing
20.0,self_study_summary,45,1.464,13.55,0.67,sitting,writing
